notebook,package
ai-startup-idea-evaluator-the-third-eye.ipynb,ipython
predicting-road-accident-risk.ipynb,seaborn
predicting-road-accident-risk.ipynb,pandas
predicting-road-accident-risk.ipynb,xgboost
predicting-road-accident-risk.ipynb,scikit-learn
predicting-road-accident-risk.ipynb,catboost
predicting-road-accident-risk.ipynb,lightgbm
predicting-road-accident-risk.ipynb,matplotlib
predicting-road-accident-risk.ipynb,numpy
exercise-dropout-and-batch-normalization.ipynb,scikit-learn
exercise-dropout-and-batch-normalization.ipynb,pandas
exercise-dropout-and-batch-normalization.ipynb,matplotlib
exercise-dropout-and-batch-normalization.ipynb,tensorflow
tt-tunix-on-tpu.ipynb,tqdm
tt-tunix-on-tpu.ipynb,seaborn
tt-tunix-on-tpu.ipynb,pandas
tt-tunix-on-tpu.ipynb,orbax
tt-tunix-on-tpu.ipynb,grain
tt-tunix-on-tpu.ipynb,ipython
tt-tunix-on-tpu.ipynb,tensorflow
tt-tunix-on-tpu.ipynb,tunix
tt-tunix-on-tpu.ipynb,flax
tt-tunix-on-tpu.ipynb,wandb
tt-tunix-on-tpu.ipynb,qwix
tt-tunix-on-tpu.ipynb,optax
tt-tunix-on-tpu.ipynb,matplotlib
tt-tunix-on-tpu.ipynb,humanize
tt-tunix-on-tpu.ipynb,numpy
ml-model-for-hospital-bed-utilization-forecasting.ipynb,pandas
ml-model-for-hospital-bed-utilization-forecasting.ipynb,scikit-learn
ml-model-for-hospital-bed-utilization-forecasting.ipynb,numpy
smart-city-cost-prediction-pathfinding.ipynb,pandas
smart-city-cost-prediction-pathfinding.ipynb,scikit-learn
smart-city-cost-prediction-pathfinding.ipynb,matplotlib
smart-city-cost-prediction-pathfinding.ipynb,numpy
rf-detr-coco-crazy-detection.ipynb,pytorch
rf-detr-coco-crazy-detection.ipynb,pandas
rf-detr-coco-crazy-detection.ipynb,rfdetr
rf-detr-coco-crazy-detection.ipynb,pillow
rf-detr-coco-crazy-detection.ipynb,opencv
rf-detr-coco-crazy-detection.ipynb,matplotlib
rf-detr-coco-crazy-detection.ipynb,numpy
travel-ticket-cancellations-for-risk-management.ipynb,seaborn
travel-ticket-cancellations-for-risk-management.ipynb,pandas
travel-ticket-cancellations-for-risk-management.ipynb,scikit-learn
travel-ticket-cancellations-for-risk-management.ipynb,matplotlib
travel-ticket-cancellations-for-risk-management.ipynb,numpy
ai-patient-monitoring-alert-agent.ipynb,pandas
ai-patient-monitoring-alert-agent.ipynb,numpy
sentiment-analysis.ipynb,textblob
exercise-cross-validation.ipynb,pandas
exercise-cross-validation.ipynb,scikit-learn
exercise-cross-validation.ipynb,matplotlib
exercise-grouping-and-sorting.ipynb,pandas
vesuvialization-code-of-the-papyri.ipynb,seaborn
vesuvialization-code-of-the-papyri.ipynb,pandas
vesuvialization-code-of-the-papyri.ipynb,plotly
vesuvialization-code-of-the-papyri.ipynb,opencv
vesuvialization-code-of-the-papyri.ipynb,matplotlib
vesuvialization-code-of-the-papyri.ipynb,numpy
fds-top3-submissions.ipynb,pandas
fds-top3-submissions.ipynb,feature_engineering
fds-top3-submissions.ipynb,models
fds-top3-submissions.ipynb,numpy
6-hafta.ipynb,pandas
6-hafta.ipynb,scikit-learn
6-hafta.ipynb,numpy
us-address-geocoding.ipynb,pandas
us-address-geocoding.ipynb,usaddress
us-address-geocoding.ipynb,traceback
us-address-geocoding.ipynb,requests
us-address-geocoding.ipynb,geopy
us-address-geocoding.ipynb,numpy
exercise-xgboost copy.ipynb,pandas
exercise-xgboost copy.ipynb,scikit-learn
exercise-xgboost copy.ipynb,xgboost
tensorflow-recommender-two-tower-multitask-7c8c84.ipynb,tensorflow
tensorflow-recommender-two-tower-multitask-7c8c84.ipynb,matplotlib
tensorflow-recommender-two-tower-multitask-7c8c84.ipynb,numpy
sorting-algorithm.ipynb,pandas
sorting-algorithm.ipynb,matplotlib
coherence-substrate-1-and-2.ipynb,coherence_substrate_v2
doan2.ipynb,tqdm
doan2.ipynb,seaborn
doan2.ipynb,pandas
doan2.ipynb,tensorflow
doan2.ipynb,scikit-learn
doan2.ipynb,scikit-image
doan2.ipynb,opencv
doan2.ipynb,itertools
doan2.ipynb,matplotlib
doan2.ipynb,nibabel
doan2.ipynb,numpy
project-of-sf.ipynb,pytorch
project-of-sf.ipynb,retro
project-of-sf.ipynb,pillow
project-of-sf.ipynb,ipython
project-of-sf.ipynb,traceback
project-of-sf.ipynb,psutil
project-of-sf.ipynb,opencv
project-of-sf.ipynb,matplotlib
project-of-sf.ipynb,pyvirtualdisplay
project-of-sf.ipynb,numpy
lgb-fake-news-example.ipynb,pandas
lgb-fake-news-example.ipynb,scikit-learn
lgb-fake-news-example.ipynb,numpy
lgb-fake-news-example.ipynb,matplotlib
lgb-fake-news-example.ipynb,scipy
lgb-fake-news-example.ipynb,lightgbm
xgb-visualization-loan-payback-probability.ipynb,pandas
xgb-visualization-loan-payback-probability.ipynb,scikit-learn
xgb-visualization-loan-payback-probability.ipynb,numpy
xgb-visualization-loan-payback-probability.ipynb,matplotlib
xgb-visualization-loan-payback-probability.ipynb,xgboost
youtube-top-100-trending-songs.ipynb,pandas
youtube-top-100-trending-songs.ipynb,matplotlib
youtube-top-100-trending-songs.ipynb,numpy
vesuvius-surface-2-5d-detection-in-jax.ipynb,tqdm
vesuvius-surface-2-5d-detection-in-jax.ipynb,pandas
vesuvius-surface-2-5d-detection-in-jax.ipynb,tensorflow
vesuvius-surface-2-5d-detection-in-jax.ipynb,medicai
vesuvius-surface-2-5d-detection-in-jax.ipynb,matplotlib
vesuvius-surface-2-5d-detection-in-jax.ipynb,numpy
day-2-document-q-a-with-rag.ipynb,chromadb
day-2-document-q-a-with-rag.ipynb,ipython
fertility-dataset-analysis-predictive-modeling.ipynb,seaborn
fertility-dataset-analysis-predictive-modeling.ipynb,pandas
fertility-dataset-analysis-predictive-modeling.ipynb,xgboost
fertility-dataset-analysis-predictive-modeling.ipynb,scikit-learn
fertility-dataset-analysis-predictive-modeling.ipynb,matplotlib
fertility-dataset-analysis-predictive-modeling.ipynb,numpy
dl-ise2-parnika-das-cse-aiml-2022600038.ipynb,tqdm
dl-ise2-parnika-das-cse-aiml-2022600038.ipynb,tensorflow
dl-ise2-parnika-das-cse-aiml-2022600038.ipynb,scikit-learn
dl-ise2-parnika-das-cse-aiml-2022600038.ipynb,scikit-image
dl-ise2-parnika-das-cse-aiml-2022600038.ipynb,opencv
dl-ise2-parnika-das-cse-aiml-2022600038.ipynb,matplotlib
dl-ise2-parnika-das-cse-aiml-2022600038.ipynb,numpy
city-lifestyle-clusters-dashboard-statistics.ipynb,seaborn
city-lifestyle-clusters-dashboard-statistics.ipynb,pandas
city-lifestyle-clusters-dashboard-statistics.ipynb,scikit-learn
city-lifestyle-clusters-dashboard-statistics.ipynb,matplotlib
city-lifestyle-clusters-dashboard-statistics.ipynb,numpy
analyzing-barcelona-s-airbnb-market.ipynb,seaborn
analyzing-barcelona-s-airbnb-market.ipynb,pandas
analyzing-barcelona-s-airbnb-market.ipynb,scikit-learn
analyzing-barcelona-s-airbnb-market.ipynb,matplotlib
analyzing-barcelona-s-airbnb-market.ipynb,numpy
nfl-2026-baseline-predict-ipynb.ipynb,pandas
nfl-2026-baseline-predict-ipynb.ipynb,polars
exercise-seasonality.ipynb,seaborn
exercise-seasonality.ipynb,pandas
exercise-seasonality.ipynb,statsmodels
exercise-seasonality.ipynb,scikit-learn
exercise-seasonality.ipynb,matplotlib
exercise-seasonality.ipynb,numpy
notebook979a4e5a1f.ipynb,pandas
notebook979a4e5a1f.ipynb,scikit-learn
notebook979a4e5a1f.ipynb,tensorflow
notebook979a4e5a1f.ipynb,numpy
img-proc-07.ipynb,ipython
img-proc-07.ipynb,scikit-image
img-proc-07.ipynb,opencv
img-proc-07.ipynb,matplotlib
img-proc-07.ipynb,numpy
lidar-image-animation-gif.ipynb,opencv
lidar-image-animation-gif.ipynb,pillow
lidar-image-animation-gif.ipynb,ipython
heart-disease-prediction-comparison-of-10-models.ipynb,seaborn
heart-disease-prediction-comparison-of-10-models.ipynb,pandas
heart-disease-prediction-comparison-of-10-models.ipynb,xgboost
heart-disease-prediction-comparison-of-10-models.ipynb,shap
heart-disease-prediction-comparison-of-10-models.ipynb,scikit-learn
heart-disease-prediction-comparison-of-10-models.ipynb,lightgbm
heart-disease-prediction-comparison-of-10-models.ipynb,joblib
heart-disease-prediction-comparison-of-10-models.ipynb,matplotlib
heart-disease-prediction-comparison-of-10-models.ipynb,numpy
exercise-introduction.ipynb,pandas
exercise-introduction.ipynb,scikit-learn
tunix-rl-prototype.ipynb,seaborn
tunix-rl-prototype.ipynb,pandas
tunix-rl-prototype.ipynb,matplotlib
tunix-rl-prototype.ipynb,numpy
exercise-machine-learning-competitions.ipynb,pandas
exercise-machine-learning-competitions.ipynb,scikit-learn
cayleypy-cube-test.ipynb,pytorch
cayleypy-cube-test.ipynb,seaborn
cayleypy-cube-test.ipynb,pandas
cayleypy-cube-test.ipynb,ipython
cayleypy-cube-test.ipynb,logging
cayleypy-cube-test.ipynb,matplotlib
cayleypy-cube-test.ipynb,fcntl
cayleypy-cube-test.ipynb,numpy
convert-audio-to-text.ipynb,audio
convert-audio-to-text.ipynb,scipy
convert-audio-to-text.ipynb,streamlit
handling-outliers.ipynb,seaborn
handling-outliers.ipynb,pandas
handling-outliers.ipynb,matplotlib
handling-outliers.ipynb,numpy
playground-s5e11-in-depth-eda-feature-analysis.ipynb,seaborn
playground-s5e11-in-depth-eda-feature-analysis.ipynb,pandas
playground-s5e11-in-depth-eda-feature-analysis.ipynb,plotly
playground-s5e11-in-depth-eda-feature-analysis.ipynb,ipython
playground-s5e11-in-depth-eda-feature-analysis.ipynb,matplotlib
playground-s5e11-in-depth-eda-feature-analysis.ipynb,numpy
supportsync-ai-agent-kaggle-competition-assistant.ipynb,ipython
iris-classifier.ipynb,pandas
iris-classifier.ipynb,scikit-learn
iris-classifier.ipynb,numpy
project.ipynb,seaborn
project.ipynb,pandas
project.ipynb,scikit-learn
project.ipynb,matplotlib
project.ipynb,numpy
logistic-regression-loan-payback-probability.ipynb,pandas
logistic-regression-loan-payback-probability.ipynb,scikit-learn
logistic-regression-loan-payback-probability.ipynb,numpy
final-version.ipynb,seaborn
final-version.ipynb,pandas
final-version.ipynb,xgboost
final-version.ipynb,scikit-learn
final-version.ipynb,catboost
final-version.ipynb,lightgbm
final-version.ipynb,matplotlib
final-version.ipynb,scipy
final-version.ipynb,numpy
predicting-loan-payback.ipynb,pandas
predicting-loan-payback.ipynb,scikit-learn
predicting-loan-payback.ipynb,xgboost
predicting-loan-payback.ipynb,numpy
diabetes-prediction-using-knn-machine-learning.ipynb,seaborn
diabetes-prediction-using-knn-machine-learning.ipynb,pandas
diabetes-prediction-using-knn-machine-learning.ipynb,scikit-learn
diabetes-prediction-using-knn-machine-learning.ipynb,matplotlib
diabetes-prediction-using-knn-machine-learning.ipynb,numpy
loan-payback-lgbm.ipynb,pandas
loan-payback-lgbm.ipynb,optuna
loan-payback-lgbm.ipynb,scikit-learn
loan-payback-lgbm.ipynb,numpy
loan-payback-lgbm.ipynb,lightgbm
recod-ai-luc-eda.ipynb,pandas
recod-ai-luc-eda.ipynb,matplotlib
recod-ai-luc-eda.ipynb,numpy
sarch-one.ipynb,pytorch
sarch-one.ipynb,pandas
sarch-one.ipynb,pillow
sarch-one.ipynb,scikit-learn
sarch-one.ipynb,huggingface
sarch-one.ipynb,nltk
sarch-one.ipynb,numpy
faster-r-cnn.ipynb,pytorch
faster-r-cnn.ipynb,pillow
faster-r-cnn.ipynb,ipython
faster-r-cnn.ipynb,opencv
faster-r-cnn.ipynb,matplotlib
faster-r-cnn.ipynb,utils
faster-r-cnn.ipynb,numpy
data-driven-materials-r-d.ipynb,pandas
data-driven-materials-r-d.ipynb,shap
data-driven-materials-r-d.ipynb,five
data-driven-materials-r-d.ipynb,scikit-learn
data-driven-materials-r-d.ipynb,numpy
data-driven-materials-r-d.ipynb,matplotlib
data-driven-materials-r-d.ipynb,xgboost
image-forgery-prediction.ipynb,tqdm
image-forgery-prediction.ipynb,pytorch
image-forgery-prediction.ipynb,pandas
image-forgery-prediction.ipynb,scikit-learn
image-forgery-prediction.ipynb,opencv
image-forgery-prediction.ipynb,matplotlib
image-forgery-prediction.ipynb,numpy
day-5b-agent-deployment-bhiman.ipynb,vertexai
yolosi.ipynb,pytorch
city-lifestyle-analysis-and-happiness-prediction.ipynb,seaborn
city-lifestyle-analysis-and-happiness-prediction.ipynb,pandas
city-lifestyle-analysis-and-happiness-prediction.ipynb,scikit-learn
city-lifestyle-analysis-and-happiness-prediction.ipynb,matplotlib
city-lifestyle-analysis-and-happiness-prediction.ipynb,numpy
exercise-pipelines.ipynb,pandas
exercise-pipelines.ipynb,scikit-learn
toxic-tfidf-baseline-yt01.ipynb,pandas
toxic-tfidf-baseline-yt01.ipynb,iterstrat
toxic-tfidf-baseline-yt01.ipynb,scikit-learn
toxic-tfidf-baseline-yt01.ipynb,scipy
toxic-tfidf-baseline-yt01.ipynb,numpy
assignment-1-demo.ipynb,pandas
assignment-1-demo.ipynb,numpy
day-2-embeddings-and-similarity-scores.ipynb,seaborn
day-2-embeddings-and-similarity-scores.ipynb,pandas
instacart-1-notebook-2025.ipynb,seaborn
instacart-1-notebook-2025.ipynb,pandas
instacart-1-notebook-2025.ipynb,matplotlib
ps-s5e11-0-92767.ipynb,pandas
suicide-rates-analysis.ipynb,seaborn
suicide-rates-analysis.ipynb,pandas
suicide-rates-analysis.ipynb,scikit-learn
suicide-rates-analysis.ipynb,matplotlib
suicide-rates-analysis.ipynb,scipy
suicide-rates-analysis.ipynb,numpy
nh-p-s-a-l-i-efficient-b2.ipynb,tqdm
nh-p-s-a-l-i-efficient-b2.ipynb,seaborn
nh-p-s-a-l-i-efficient-b2.ipynb,pandas
nh-p-s-a-l-i-efficient-b2.ipynb,pytorch
nh-p-s-a-l-i-efficient-b2.ipynb,pillow
nh-p-s-a-l-i-efficient-b2.ipynb,scikit-learn
nh-p-s-a-l-i-efficient-b2.ipynb,matplotlib
nh-p-s-a-l-i-efficient-b2.ipynb,scipy
nh-p-s-a-l-i-efficient-b2.ipynb,numpy
modul-fft.ipynb,pandas
modul-fft.ipynb,scikit-learn
modul-fft.ipynb,matplotlib
modul-fft.ipynb,scipy
modul-fft.ipynb,numpy
resnet50-efficienet-predictions-notebook-25.ipynb,tqdm
resnet50-efficienet-predictions-notebook-25.ipynb,pytorch
resnet50-efficienet-predictions-notebook-25.ipynb,pandas
resnet50-efficienet-predictions-notebook-25.ipynb,pillow
resnet50-efficienet-predictions-notebook-25.ipynb,numpy
co-founder-agent.ipynb,pandas
co-founder-agent.ipynb,numpy
pset-6.ipynb,pandas
pset-6.ipynb,matplotlib
pset-6.ipynb,copy
pset-6.ipynb,numpy
flux-1-dev-4bit.ipynb,pytorch
flux-1-dev-4bit.ipynb,huggingface
loan-payback-3.ipynb,pandas
loan-payback-3.ipynb,scikit-learn
loan-payback-3.ipynb,lightgbm
loan-payback-3.ipynb,numpy
world-suicide-mortality-analysis-20002021.ipynb,seaborn
world-suicide-mortality-analysis-20002021.ipynb,pandas
world-suicide-mortality-analysis-20002021.ipynb,scikit-learn
world-suicide-mortality-analysis-20002021.ipynb,matplotlib
world-suicide-mortality-analysis-20002021.ipynb,numpy
evaluate-llm.ipynb,pytorch
evaluate-llm.ipynb,huggingface
evaluate-llm.ipynb,faiss
evaluate-llm.ipynb,numpy
predict-loanpayback.ipynb,seaborn
predict-loanpayback.ipynb,pandas
predict-loanpayback.ipynb,xgboost
predict-loanpayback.ipynb,scikit-learn
predict-loanpayback.ipynb,numpy
predict-loanpayback.ipynb,catboost
predict-loanpayback.ipynb,matplotlib
predict-loanpayback.ipynb,lightgbm
predicting-loan-payback-101.ipynb,seaborn
predicting-loan-payback-101.ipynb,pandas
predicting-loan-payback-101.ipynb,xgboost
predicting-loan-payback-101.ipynb,scikit-learn
predicting-loan-payback-101.ipynb,catboost
predicting-loan-payback-101.ipynb,lightgbm
predicting-loan-payback-101.ipynb,matplotlib
predicting-loan-payback-101.ipynb,scipy
predicting-loan-payback-101.ipynb,numpy
exercise-binary-classification.ipynb,scikit-learn
exercise-binary-classification.ipynb,pandas
exercise-binary-classification.ipynb,matplotlib
exercise-binary-classification.ipynb,tensorflow
cricket-strategist-agent-capstone.ipynb,pandas
cricket-strategist-agent-capstone.ipynb,numpy
btc-prediction-v2.ipynb,tqdm
btc-prediction-v2.ipynb,pytorch
btc-prediction-v2.ipynb,pandas
btc-prediction-v2.ipynb,praw
btc-prediction-v2.ipynb,scikit-learn
btc-prediction-v2.ipynb,requests
btc-prediction-v2.ipynb,pytrends
btc-prediction-v2.ipynb,yfinance
btc-prediction-v2.ipynb,matplotlib
btc-prediction-v2.ipynb,numpy
loanpayback-lightgbmtuning.ipynb,seaborn
loanpayback-lightgbmtuning.ipynb,pandas
loanpayback-lightgbmtuning.ipynb,xgboost
loanpayback-lightgbmtuning.ipynb,plotly
loanpayback-lightgbmtuning.ipynb,optuna
loanpayback-lightgbmtuning.ipynb,scikit-learn
loanpayback-lightgbmtuning.ipynb,lightgbm
loanpayback-lightgbmtuning.ipynb,matplotlib
loanpayback-lightgbmtuning.ipynb,scipy
loanpayback-lightgbmtuning.ipynb,numpy
mnist.ipynb,tqdm
mnist.ipynb,pytorch
mnist.ipynb,traceback
mnist.ipynb,scikit-learn
mnist.ipynb,opencv
mnist.ipynb,matplotlib
mnist.ipynb,numpy
ready-to-use-version-of-dataset.ipynb,seaborn
ready-to-use-version-of-dataset.ipynb,pandas
ready-to-use-version-of-dataset.ipynb,matplotlib
ready-to-use-version-of-dataset.ipynb,numpy
exercise-the-sliding-window.ipynb,pandas
exercise-the-sliding-window.ipynb,tensorflow
exercise-the-sliding-window.ipynb,matplotlib
tunix-hack-high-efficiency-reasoning-model.ipynb,pandas
tunix-hack-high-efficiency-reasoning-model.ipynb,numpy
exercise-missing-values copy.ipynb,pandas
exercise-missing-values copy.ipynb,scikit-learn
fixmatch-algorithm-final.ipynb,tqdm
fixmatch-algorithm-final.ipynb,pytorch
fixmatch-algorithm-final.ipynb,pandas
fixmatch-algorithm-final.ipynb,matplotlib
fixmatch-algorithm-final.ipynb,numpy
salary-prediction.ipynb,seaborn
salary-prediction.ipynb,pandas
salary-prediction.ipynb,scikit-learn
salary-prediction.ipynb,matplotlib
salary-prediction.ipynb,numpy
exercise-shap-values.ipynb,pandas
exercise-shap-values.ipynb,scikit-learn
data-analysis.ipynb,seaborn
data-analysis.ipynb,pandas
data-analysis.ipynb,ipython
data-analysis.ipynb,matplotlib
data-analysis.ipynb,numpy
baseline-tcp-enc-traffic-ce7b55.ipynb,dask
baseline-tcp-enc-traffic-ce7b55.ipynb,pandas
baseline-tcp-enc-traffic-ce7b55.ipynb,lightgbm
baseline-tcp-enc-traffic-ce7b55.ipynb,numpy
day-1a-from-prompt-to-action.ipynb,jupyter_server
day-1a-from-prompt-to-action.ipynb,ipython
exercise-missing-values.ipynb,pandas
exercise-missing-values.ipynb,scikit-learn
trabajo-opcional-franklin-flores.ipynb,seaborn
trabajo-opcional-franklin-flores.ipynb,pandas
trabajo-opcional-franklin-flores.ipynb,plotly
trabajo-opcional-franklin-flores.ipynb,matplotlib
trabajo-opcional-franklin-flores.ipynb,orca
trabajo-opcional-franklin-flores.ipynb,chaid
trabajo-opcional-franklin-flores.ipynb,scikit-learn
trabajo-opcional-franklin-flores.ipynb,networkx
trabajo-opcional-franklin-flores.ipynb,graphviz
trabajo-opcional-franklin-flores.ipynb,lifelines
trabajo-opcional-franklin-flores.ipynb,numpy
vesuvius-surface-detection-training.ipynb,tqdm
vesuvius-surface-detection-training.ipynb,pytorch
vesuvius-surface-detection-training.ipynb,pandas
vesuvius-surface-detection-training.ipynb,opencv
vesuvius-surface-detection-training.ipynb,numpy
model-ensembles-lb-0-64.ipynb,tqdm
model-ensembles-lb-0-64.ipynb,pytorch
model-ensembles-lb-0-64.ipynb,pandas
model-ensembles-lb-0-64.ipynb,pillow
model-ensembles-lb-0-64.ipynb,polars
model-ensembles-lb-0-64.ipynb,scikit-learn
model-ensembles-lb-0-64.ipynb,copy
model-ensembles-lb-0-64.ipynb,huggingface
model-ensembles-lb-0-64.ipynb,opencv
model-ensembles-lb-0-64.ipynb,catboost
model-ensembles-lb-0-64.ipynb,numpy
exercise-a-single-neuron.ipynb,pandas
exercise-a-single-neuron.ipynb,matplotlib
exercise-a-single-neuron.ipynb,tensorflow
heart-disease-prediction-with-random-forest.ipynb,seaborn
heart-disease-prediction-with-random-forest.ipynb,pandas
heart-disease-prediction-with-random-forest.ipynb,scikit-learn
heart-disease-prediction-with-random-forest.ipynb,matplotlib
heart-disease-prediction-with-random-forest.ipynb,numpy
clash-royal-cards-data-santu-saha.ipynb,seaborn
clash-royal-cards-data-santu-saha.ipynb,pandas
clash-royal-cards-data-santu-saha.ipynb,missingno
clash-royal-cards-data-santu-saha.ipynb,matplotlib
clash-royal-cards-data-santu-saha.ipynb,numpy
f1-0-87-celebrity-classification-pytorch.ipynb,tqdm
f1-0-87-celebrity-classification-pytorch.ipynb,pytorch
f1-0-87-celebrity-classification-pytorch.ipynb,seaborn
f1-0-87-celebrity-classification-pytorch.ipynb,pillow
f1-0-87-celebrity-classification-pytorch.ipynb,scikit-learn
f1-0-87-celebrity-classification-pytorch.ipynb,pytorch_grad_cam
f1-0-87-celebrity-classification-pytorch.ipynb,opencv
f1-0-87-celebrity-classification-pytorch.ipynb,matplotlib
f1-0-87-celebrity-classification-pytorch.ipynb,numpy
breast-cancer-detection-roc-auc-99.ipynb,seaborn
breast-cancer-detection-roc-auc-99.ipynb,pandas
breast-cancer-detection-roc-auc-99.ipynb,plotly
breast-cancer-detection-roc-auc-99.ipynb,xgboost
breast-cancer-detection-roc-auc-99.ipynb,scikit-learn
breast-cancer-detection-roc-auc-99.ipynb,matplotlib
breast-cancer-detection-roc-auc-99.ipynb,numpy
getting-started-with-titanic.ipynb,seaborn
getting-started-with-titanic.ipynb,pandas
getting-started-with-titanic.ipynb,scikit-learn
getting-started-with-titanic.ipynb,matplotlib
getting-started-with-titanic.ipynb,numpy
tesla-stock-analysis-and-linear-regression-pred.ipynb,seaborn
tesla-stock-analysis-and-linear-regression-pred.ipynb,pandas
tesla-stock-analysis-and-linear-regression-pred.ipynb,scikit-learn
tesla-stock-analysis-and-linear-regression-pred.ipynb,matplotlib
tesla-stock-analysis-and-linear-regression-pred.ipynb,numpy
ps-s5e11-blend.ipynb,pandas
ps-s5e11-blend.ipynb,numpy
gt-hack-baseline-v1.ipynb,pandas
gt-hack-baseline-v1.ipynb,numpy
notebook.ipynb,pytorch
notebook.ipynb,pandas
notebook.ipynb,pillow
notebook.ipynb,scikit-learn
notebook.ipynb,copy
notebook.ipynb,numpy
lifepilot-ai-concierge-meal-planner-agent.ipynb,logging
lifepilot-ai-concierge-meal-planner-agent.ipynb,concurrent
loan-payback-prediction-lgbm.ipynb,seaborn
loan-payback-prediction-lgbm.ipynb,pandas
loan-payback-prediction-lgbm.ipynb,scikit-learn
loan-payback-prediction-lgbm.ipynb,lightgbm
loan-payback-prediction-lgbm.ipynb,matplotlib
loan-payback-prediction-lgbm.ipynb,numpy
insurance-prediction-project-for-beginners.ipynb,seaborn
insurance-prediction-project-for-beginners.ipynb,pandas
insurance-prediction-project-for-beginners.ipynb,xgboost
insurance-prediction-project-for-beginners.ipynb,ipython
insurance-prediction-project-for-beginners.ipynb,scikit-learn
insurance-prediction-project-for-beginners.ipynb,matplotlib
insurance-prediction-project-for-beginners.ipynb,numpy
data-mining-fp-growth.ipynb,pandas
data-mining-fp-growth.ipynb,mlxtend
data-mining-fp-growth.ipynb,numpy
day-4a-agent-observability.ipynb,logging
day-4a-agent-observability.ipynb,asyncio
day-4a-agent-observability.ipynb,jupyter_server
day-4a-agent-observability.ipynb,ipython
analyzing-zomato-restaurants.ipynb,seaborn
analyzing-zomato-restaurants.ipynb,pandas
analyzing-zomato-restaurants.ipynb,matplotlib
analyzing-zomato-restaurants.ipynb,numpy
matrix-data-for-recommender-systems.ipynb,pandas
matrix-data-for-recommender-systems.ipynb,matplotlib
matrix-data-for-recommender-systems.ipynb,surprise
matrix-data-for-recommender-systems.ipynb,numpy
hust-vit-cnn-emb-045-060-075-090-v5-3.ipynb,pytorch
hust-vit-cnn-emb-045-060-075-090-v5-3.ipynb,pandas
hust-vit-cnn-emb-045-060-075-090-v5-3.ipynb,matplotlib
hust-vit-cnn-emb-045-060-075-090-v5-3.ipynb,numpy
loanpayback.ipynb,pandas
loanpayback.ipynb,numpy
1-titanic-dataset.ipynb,seaborn
1-titanic-dataset.ipynb,pandas
1-titanic-dataset.ipynb,scikit-learn
1-titanic-dataset.ipynb,matplotlib
1-titanic-dataset.ipynb,scipy
1-titanic-dataset.ipynb,numpy
plantdisease-2241.ipynb,pandas
plantdisease-2241.ipynb,pillow
plantdisease-2241.ipynb,tensorflow
plantdisease-2241.ipynb,scikit-learn
plantdisease-2241.ipynb,matplotlib
plantdisease-2241.ipynb,numpy
exercise-choosing-plot-types-and-custom-styles.ipynb,seaborn
exercise-choosing-plot-types-and-custom-styles.ipynb,pandas
exercise-choosing-plot-types-and-custom-styles.ipynb,matplotlib
fruits-classifier-tf-lite-conversionn.ipynb,pandas
fruits-classifier-tf-lite-conversionn.ipynb,pillow
fruits-classifier-tf-lite-conversionn.ipynb,tensorflow
fruits-classifier-tf-lite-conversionn.ipynb,numpy
fruits-classifier-tf-lite-conversionn.ipynb,matplotlib
fruits-classifier-tf-lite-conversionn.ipynb,path
melting-point-chemical-lgbm-w-optuna-kfold.ipynb,tqdm
melting-point-chemical-lgbm-w-optuna-kfold.ipynb,seaborn
melting-point-chemical-lgbm-w-optuna-kfold.ipynb,pandas
melting-point-chemical-lgbm-w-optuna-kfold.ipynb,optuna
melting-point-chemical-lgbm-w-optuna-kfold.ipynb,scikit-learn
melting-point-chemical-lgbm-w-optuna-kfold.ipynb,lightgbm
melting-point-chemical-lgbm-w-optuna-kfold.ipynb,rdkit
melting-point-chemical-lgbm-w-optuna-kfold.ipynb,matplotlib
melting-point-chemical-lgbm-w-optuna-kfold.ipynb,numpy
mcm7183-assignment1-chenxi-2530.ipynb,pandas
mcm7183-assignment1-chenxi-2530.ipynb,plotly
mcm7183-assignment1-chenxi-2530.ipynb,numpy
notebook-1.ipynb,tqdm
notebook-1.ipynb,pytorch
notebook-1.ipynb,pandas
notebook-1.ipynb,seaborn
notebook-1.ipynb,easyfsl
notebook-1.ipynb,scikit-learn
notebook-1.ipynb,matplotlib
notebook-1.ipynb,numpy
predictive-churn-framework-for-banking.ipynb,seaborn
predictive-churn-framework-for-banking.ipynb,pandas
predictive-churn-framework-for-banking.ipynb,scikit-learn
predictive-churn-framework-for-banking.ipynb,matplotlib
predictive-churn-framework-for-banking.ipynb,scipy
predictive-churn-framework-for-banking.ipynb,numpy
gemini-ai-agent-day-3-sessions-memory.ipynb,pandas
gemini-ai-agent-day-3-sessions-memory.ipynb,ipython
salary-dataset-and-notebook.ipynb,seaborn
salary-dataset-and-notebook.ipynb,pandas
salary-dataset-and-notebook.ipynb,matplotlib
salary-dataset-and-notebook.ipynb,numpy
2025-2-ai-w11-p2-codingnote.ipynb,pandas
2025-2-ai-w11-p2-codingnote.ipynb,matplotlib
2025-2-ai-w11-p2-codingnote.ipynb,numpy
personal-agent.ipynb,requests
personal-agent.ipynb,logging
diamond-price-prediction-hgb.ipynb,pandas
diamond-price-prediction-hgb.ipynb,scikit-learn
diamond-price-prediction-hgb.ipynb,matplotlib
diamond-price-prediction-hgb.ipynb,numpy
exercise-underfitting-and-overfitting.ipynb,pandas
